step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J21_stopped,J21_accumulated_waiting_time,J21_average_speed,J31_stopped,J31_accumulated_waiting_time,J31_average_speed,J32_stopped,J32_accumulated_waiting_time,J32_average_speed,J44_stopped,J44_accumulated_waiting_time,J44_average_speed,J46_stopped,J46_accumulated_waiting_time,J46_average_speed,J47_stopped,J47_accumulated_waiting_time,J47_average_speed,J50_stopped,J50_accumulated_waiting_time,J50_average_speed,J51_stopped,J51_accumulated_waiting_time,J51_average_speed,J52_stopped,J52_accumulated_waiting_time,J52_average_speed,J53_stopped,J53_accumulated_waiting_time,J53_average_speed,J54_stopped,J54_accumulated_waiting_time,J54_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,7.664565081093461,0,0.0,1.0,0,0.0,0.5107020157045086,0,0.0,1.0,0,0.0,0.6289757084770198,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,2,0.0,0.0,7.833261097794505,0,0.0,1.0,1,0.0,0.0,0,0.0,0.9382980751746421,1,0.0,0.49760084240537833,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,0.0
15.0,0,0.0,0.0,10.651989545779868,0,0.0,1.0,0,0.0,0.73108302399234,0,0.0,1.0,0,0.0,0.6862432245421156,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,9.242272443667886,0,0.0,1.0,0,0.0,0.09384545275726895,0,0.0,1.0,0,0.0,0.5573114909876526,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9282506657847629,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
25.0,0,0.0,0.0,12.252614795570242,0,0.0,0.9350594683626338,0,0.0,0.7564663379208896,0,0.0,1.0,0,0.0,0.8518205196518112,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
30.0,0,0.0,0.0,10.607311443933288,0,0.0,0.9900962728288989,0,0.0,0.21541524397762735,0,0.0,1.0,0,0.0,0.5709058072654836,0,0.0,0.9663765958706344,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
35.0,0,0.0,0.0,11.416787460130505,0,0.0,0.9199355206043962,0,0.0,0.9740755992732807,0,0.0,1.0,0,0.0,0.9482342395629848,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
40.0,1,5.0,0.3333333333333333,10.791858436685832,0,0.0,1.0,0,0.0,0.37835851892473304,0,0.0,1.0,0,0.0,0.46456632379644436,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9953723641323661,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
45.0,2,10.0,0.8333333333333334,9.457980363717903,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8961105313018509,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
50.0,1,15.0,1.0714285714285714,10.768623631826033,0,0.0,1.0,0,0.0,0.6564743212898647,0,0.0,1.0,0,0.0,0.7428313624200094,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
55.0,4,20.0,1.3333333333333333,8.593763596443393,0,0.0,1.0,1,0.0,0.0,0,0.0,0.9276858267416872,1,0.0,0.4919597148008562,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9345420160033014,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,0.0
60.0,1,25.0,1.6666666666666667,10.071478479948093,0,0.0,0.9463828005117587,0,0.0,0.6444387752831702,0,0.0,1.0,0,0.0,0.6636848161417578,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
65.0,2,30.0,1.7647058823529411,9.239652298135578,0,0.0,0.9785218284677184,0,0.0,0.12092629382901736,0,0.0,1.0,0,0.0,0.527951019067264,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
70.0,1,35.0,2.1875,11.198076859431097,0,0.0,1.0,0,0.0,0.8545826644353467,0,0.0,1.0,0,0.0,0.9876376870757989,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
75.0,1,40.0,2.5,8.81745978147467,0,0.0,1.0,0,0.0,0.3571622472607163,0,0.0,1.0,0,0.0,0.6523475391726938,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9399029927979612,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
80.0,1,45.0,3.2142857142857144,11.787621203372888,0,0.0,0.9441024598701031,0,0.0,0.9556323304816975,0,0.0,1.0,0,0.0,0.917013261809288,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
85.0,0,0.0,0.0,10.75197107994835,0,0.0,1.0,0,0.0,0.45506429287985767,0,0.0,1.0,0,0.0,0.671478859849378,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
90.0,0,0.0,0.0,10.30039343135565,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9094156143611991,0,0.0,0.9610983358919007,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
95.0,1,0.0,0.0,9.866492327881087,0,0.0,0.9522754523156841,0,0.0,0.6086328721688897,0,0.0,1.0,0,0.0,0.5061227374087518,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9401728577977586,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
100.0,3,0.0,0.0,9.765339551358903,0,0.0,1.0,1,0.0,0.0,0,0.0,0.9938636829646068,1,0.0,0.47222627070231143,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,0.0
105.0,1,1.0,0.07142857142857142,9.512141652879444,0,0.0,1.0,0,0.0,0.6106442209919948,0,0.0,1.0,0,0.0,0.6822312828201167,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9832556019873789,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
110.0,2,8.0,0.47058823529411764,8.375001315433925,0,0.0,0.8438353317586761,0,0.0,0.11284267537982935,0,0.0,1.0,0,0.0,0.5587011384641227,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
115.0,1,11.0,0.6875,10.293986217626378,0,0.0,1.0,0,0.0,0.659636365420142,0,0.0,1.0,0,0.0,0.8829932634749583,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
120.0,1,16.0,1.0,9.799501052548788,0,0.0,0.9223906961517047,0,0.0,0.32593317710181,0,0.0,1.0,0,0.0,0.6404796924964127,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
125.0,2,22.0,1.375,9.388089761126812,0,0.0,1.0,0,0.0,0.9790807788733508,0,0.0,1.0,0,0.0,0.9647752428771588,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
